address,is_contract,eth_balance,erc20_count,dollar_balance,nft_count
0xa2fe5bAE4dEFB78d03e19EBBc70A5BC79E0bF1d0,false,0,1,0,0
0xac716654C6329F1f27aBA0a571917c94D8e90611,false,0,1,0,0
0x7eD1E469fCb3EE19C0366D829e291451bE638E59,false,0.0035362283614272,100,4482803.256628584,6
0x55789381C20A97b6C65807419f469f0f36E27082,false,0,1,0,0
0x3763e6E1228bFeaB94191C856412d1Bb0A8e6996,false,2.4185796115981444,10,8369.024228550406,0
0x7D73b76907B04A03A59E1754D8A04196D825Bc40,false,0,2,0.007226102212104436,0
0xA9DB39bb644396200c1E9250AF8daEd79DC87D8a,false,0,1,0,0
0xE94b04a0FeD112f3664e45adb2B8915693dD5FF3,false,0,100,9715523872094.748,0
0xa8F769B88d6D74FB2Bd3912F6793F75625228baF,false,0.0520177,9,191.1808944255623,0
0xF4deC6988041FF4a4927569609310B918C3f87b1,false,0,3,0.028220137198160522,0
0x4Bb96091Ee9D802ED039C4D1a5f6216F90f81B01,false,125.63335567467739,59,764702.5713910455,0
0x643A9b52962DBBa62e237F74640eEC9Ae6ac6d2D,false,0,1,0,0
0x989ab01acf68DC67A7F28A72d5Ae885b0Ae90B2f,false,0,1,0,0
0x2bcF8375dd82dF9B2E61846DdA0f42A3C3afFD65,false,0.007283307305072142,1,25.10832843759596,0
0x2539ffc9DeD82926A5AAEe065E800C7d1DE02454,false,0,1,0,0
0x8CE8c13D816FE6daf12d6fD9e4952e1Fc88850AF,false,0,1,0,0
0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,false,0.0001,1,0.34457363366097465,0
0x4200000000000000000000000000000000000015,false,0,1,0,0
0x1de28eB0f0eb2138B0b54D180A24E9bB21934376,false,0.00812525849935926,1,27.997498455589383,0
0x1475821E6803E390A28fEFA00C2F07fd02B858b6,false,0,1,0,0
0xD1FBf9D89Db28630b513c984f06C018b67D9d3b2,false,0,3,3.460444604140891e-15,0
0x80C7DD17B01855a6D2347444a0FCC36136a314de,false,0,1,0,0
0xF425a21268d49003b90E622942011D12479A5554,false,0.000236607443436,26,35.82942236501035,0
0x27D2DECb4bFC9C76F0309b8E88dec3a601Fe25a8,false,3.903401542934018,8,15256.328511428801,1
0x66E08198b5366Fc0CDe5fD78CC7B7686e554586f,false,0.000470923494447,2,1.622678196579266,0
0x1977f568f82A83d866EA213e7eAcDdb891193eD4,false,0,1,0,0
0xcaB2E6F8d3F3109295108614CE87c343c917B6E2,false,0,1,0,0
0xab3c5450530A9CCb4D89D17cA6358a427b0505EB,false,0,1,0,0
0x8b8795185A94d92f830486C56Da8D32737c88A98,false,0,1,0,0
0xe221cb591387f3E817D4093434E55bAfD06B7aa0,false,0,1,0,0
0x1B85b9F0fA556ea3f1BEC9123caB1F5316ccfbA6,false,0,1,0,0
0xf1b5f1eD80e31edb60365C19E8B885E1A4e3ae3a,false,0,1,0,0
0xa2fe5bAE4dEFB78d03e19EBBc70A5BC79E0bF1d0,false,0,1,0,0
0xac716654C6329F1f27aBA0a571917c94D8e90611,false,0,1,0,0
0x7eD1E469fCb3EE19C0366D829e291451bE638E59,false,0,2,0,0
0x55789381C20A97b6C65807419f469f0f36E27082,false,0,1,0,0
0x3763e6E1228bFeaB94191C856412d1Bb0A8e6996,false,0,1,0,0
0x7D73b76907B04A03A59E1754D8A04196D825Bc40,false,0,1,0,0
0xA9DB39bb644396200c1E9250AF8daEd79DC87D8a,false,0,1,0,0
0xE94b04a0FeD112f3664e45adb2B8915693dD5FF3,false,0,1,0,0
0xa8F769B88d6D74FB2Bd3912F6793F75625228baF,false,0,1,0,0
0xF4deC6988041FF4a4927569609310B918C3f87b1,false,0,1,0,0
0x4Bb96091Ee9D802ED039C4D1a5f6216F90f81B01,false,0,1,0,0
0x643A9b52962DBBa62e237F74640eEC9Ae6ac6d2D,false,0,1,0,0
0x989ab01acf68DC67A7F28A72d5Ae885b0Ae90B2f,false,0,1,0,0
0x2bcF8375dd82dF9B2E61846DdA0f42A3C3afFD65,false,0,1,0,0
0x2539ffc9DeD82926A5AAEe065E800C7d1DE02454,false,0.022693114613533395,2,78.14851400700988,0
0x8CE8c13D816FE6daf12d6fD9e4952e1Fc88850AF,false,0,3,5917.173510808986,0
0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,false,0.000025,46,0.08609275912307428,93
0x4200000000000000000000000000000000000015,false,0,5,0,2
0x1de28eB0f0eb2138B0b54D180A24E9bB21934376,false,0,1,0,0
0x1475821E6803E390A28fEFA00C2F07fd02B858b6,false,0,1,0,0
0xD1FBf9D89Db28630b513c984f06C018b67D9d3b2,false,0,1,0,0
0x80C7DD17B01855a6D2347444a0FCC36136a314de,false,0,1,0,0
0xF425a21268d49003b90E622942011D12479A5554,false,0,1,0,0
0x27D2DECb4bFC9C76F0309b8E88dec3a601Fe25a8,false,0.02044162054366522,3,1467.301162163792,1
0x66E08198b5366Fc0CDe5fD78CC7B7686e554586f,false,0.006388546937526397,21,22.000305305556555,23
0x1977f568f82A83d866EA213e7eAcDdb891193eD4,false,0,1,0,0
0xcaB2E6F8d3F3109295108614CE87c343c917B6E2,false,0,1,0,0
0xab3c5450530A9CCb4D89D17cA6358a427b0505EB,false,0,1,0,0
0x8b8795185A94d92f830486C56Da8D32737c88A98,false,0,1,0,0
0xe221cb591387f3E817D4093434E55bAfD06B7aa0,false,0,1,0,0
0x1B85b9F0fA556ea3f1BEC9123caB1F5316ccfbA6,false,0,23,0,41
0xf1b5f1eD80e31edb60365C19E8B885E1A4e3ae3a,false,0,1,0,0
0xa2fe5bAE4dEFB78d03e19EBBc70A5BC79E0bF1d0,false,0,1,0,0
0xac716654C6329F1f27aBA0a571917c94D8e90611,false,0,1,0,0
0x7eD1E469fCb3EE19C0366D829e291451bE638E59,false,0.03,19,0.029999999999999995,14
0x55789381C20A97b6C65807419f469f0f36E27082,false,0,1,0,0
0x3763e6E1228bFeaB94191C856412d1Bb0A8e6996,false,0,2,0,0
0x7D73b76907B04A03A59E1754D8A04196D825Bc40,false,0,1,0,0
0xA9DB39bb644396200c1E9250AF8daEd79DC87D8a,false,0,1,0,0
0xE94b04a0FeD112f3664e45adb2B8915693dD5FF3,false,0,8,0,20
0xa8F769B88d6D74FB2Bd3912F6793F75625228baF,false,0,1,0,1
0xF4deC6988041FF4a4927569609310B918C3f87b1,false,0,1,0,0
0x4Bb96091Ee9D802ED039C4D1a5f6216F90f81B01,false,0,3,0,3
0x643A9b52962DBBa62e237F74640eEC9Ae6ac6d2D,false,0,1,0,0
0x989ab01acf68DC67A7F28A72d5Ae885b0Ae90B2f,false,0,1,0,0
0x2bcF8375dd82dF9B2E61846DdA0f42A3C3afFD65,false,0,1,0,0
0x2539ffc9DeD82926A5AAEe065E800C7d1DE02454,false,0,1,0,0
0x8CE8c13D816FE6daf12d6fD9e4952e1Fc88850AF,false,0,1,0,0
0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,false,0,95,0,23
0x4200000000000000000000000000000000000015,false,0,28,0,22
0x1de28eB0f0eb2138B0b54D180A24E9bB21934376,false,0,2,0,0
0x1475821E6803E390A28fEFA00C2F07fd02B858b6,false,0,2,0,0
0xD1FBf9D89Db28630b513c984f06C018b67D9d3b2,false,0,3,0,2
0x80C7DD17B01855a6D2347444a0FCC36136a314de,false,0,21,0,6
0xF425a21268d49003b90E622942011D12479A5554,false,0,4,0,1
0x27D2DECb4bFC9C76F0309b8E88dec3a601Fe25a8,false,0,23,0,6
0x66E08198b5366Fc0CDe5fD78CC7B7686e554586f,false,0,24,0,5
0x1977f568f82A83d866EA213e7eAcDdb891193eD4,false,0,1,0,0
0xcaB2E6F8d3F3109295108614CE87c343c917B6E2,false,0,1,0,0
0xab3c5450530A9CCb4D89D17cA6358a427b0505EB,false,0,1,0,0
0x8b8795185A94d92f830486C56Da8D32737c88A98,false,0,1,0,0
0xe221cb591387f3E817D4093434E55bAfD06B7aa0,false,0,1,0,0
0x1B85b9F0fA556ea3f1BEC9123caB1F5316ccfbA6,false,0.09537788894229347,40,0.09537788894229346,1
0xf1b5f1eD80e31edb60365C19E8B885E1A4e3ae3a,false,0,12,0,3
0xa2fe5bAE4dEFB78d03e19EBBc70A5BC79E0bF1d0,false,0,2,0,2
0xac716654C6329F1f27aBA0a571917c94D8e90611,false,0,1,0,0
0x7eD1E469fCb3EE19C0366D829e291451bE638E59,false,0,42,18.104167616507926,100
0x55789381C20A97b6C65807419f469f0f36E27082,false,0,1,0,0
0x3763e6E1228bFeaB94191C856412d1Bb0A8e6996,false,0,1,0,1
0x7D73b76907B04A03A59E1754D8A04196D825Bc40,false,0,2,0,1
0xA9DB39bb644396200c1E9250AF8daEd79DC87D8a,false,0,1,0,0
0xE94b04a0FeD112f3664e45adb2B8915693dD5FF3,false,0,1,0,25
0xa8F769B88d6D74FB2Bd3912F6793F75625228baF,false,0,1,0,0
0xF4deC6988041FF4a4927569609310B918C3f87b1,false,0,1,0,1
0x4Bb96091Ee9D802ED039C4D1a5f6216F90f81B01,false,0,8,0,24
0x643A9b52962DBBa62e237F74640eEC9Ae6ac6d2D,false,0,1,0,0
0x989ab01acf68DC67A7F28A72d5Ae885b0Ae90B2f,false,0,1,0,0
0x2bcF8375dd82dF9B2E61846DdA0f42A3C3afFD65,false,0,1,0,0
0x2539ffc9DeD82926A5AAEe065E800C7d1DE02454,false,0,1,0,0
0x8CE8c13D816FE6daf12d6fD9e4952e1Fc88850AF,false,0,1,0,3
0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,false,0,100,0.0000053861327733459,100
0x4200000000000000000000000000000000000015,false,0,100,0.000006573255083765074,100
0x1de28eB0f0eb2138B0b54D180A24E9bB21934376,false,0,1,0,3
0x1475821E6803E390A28fEFA00C2F07fd02B858b6,false,0,3,0,9
0xD1FBf9D89Db28630b513c984f06C018b67D9d3b2,false,0,8,0,13
0x80C7DD17B01855a6D2347444a0FCC36136a314de,false,0,53,0,1
0xF425a21268d49003b90E622942011D12479A5554,false,0,12,0,65
0x27D2DECb4bFC9C76F0309b8E88dec3a601Fe25a8,false,0,48,0,28
0x66E08198b5366Fc0CDe5fD78CC7B7686e554586f,false,0.8161791783558194,89,0.46130646881608434,94
